Product_ID,Customer_ID,Review_ID,Price,Discount_Amount,Review_Length,Delivery_Time,Verified_Purchase,Review_Date,Customer_Age_Group,Product_Category,Product_Name,Contains_Image,Rating
92,5733,5092,15.97,50.0,362,13.6,True,2024-07-22,18-24,Home Goods,Coffee Table,True,3
93,7834,5093,45.65,50.0,464,9.2,True,2024-07-01,18-24,Electronics,Projector,False,5
94,2776,5094,40.76,25.0,104,8.0,False,2024-01-02,18-24,Electronics,Bluetooth Earbuds,True,5
95,5203,5095,53.28,10.0,228,10.4,True,2024-01-07,18-24,Electronics,Digital Audio Player,False,3
96,5764,5096,26.22,25.0,357,11.1,True,2024-07-13,18-24,Home Goods,Coffee Table,False,3
97,3144,5097,57.14,25.0,295,8.8,False,2024-05-17,18-24,Electronics,Smart Doorbell,True,4
98,8373,5098,23.17,10.0,242,6.2,True,2024-06-15,18-24,Home Goods,Outdoor Furniture,False,3
99,9149,5099,12.59,25.0,458,6.7,False,2024-04-03,18-24,Apparel,Beanie,False,5
100,7231,5100,11.08,50.0,222,1.3,True,2024-07-30,18-24,Electronics,Game Console,True,5
101,9131,5101,19.2,25.0,197,6.1,False,2024-03-01,18-24,Electronics,Wireless Charger,True,3
102,3858,5102,18.33,50.0,318,8.2,False,2024-04-10,18-24,Electronics,VR Headset,True,4
103,8997,5103,47.85,50.0,114,14.5,False,2024-02-13,18-24,Apparel,T-Shirt,False,3
104,5760,5104,32.07,25.0,432,4.6,False,2024-03-06,18-24,Home Goods,Cookware Set,False,3
105,4389,5105,11.52,25.0,64,1.0,False,2024-06-07,18-24,Electronics,TV,False,4
106,1333,5106,14.43,10.0,82,2.3,False,2024-07-06,18-24,Apparel,Cardigan,False,5
107,4226,5107,31.33,50.0,373,1.6,False,2024-02-15,18-24,Apparel,Suit,False,4
108,1324,5108,89.32,50.0,157,5.4,False,2024-04-23,18-24,Electronics,Smart Thermostat,True,3
109,6301,5109,14.89,25.0,400,14.3,True,2024-07-31,18-24,Electronics,Printer,True,3
110,9577,5110,64.72,10.0,224,5.3,True,2024-06-27,18-24,Electronics,TV,True,5
111,8304,5111,22.02,25.0,197,4.6,True,2024-06-03,18-24,Electronics,Gaming Headset,True,5
112,7512,5112,34.49,50.0,279,7.9,True,2024-07-02,18-24,Home Goods,Tablecloth,False,3
113,4371,5113,35.7,10.0,193,9.4,False,2024-01-28,18-24,Electronics,External Hard Drive,True,5
114,9142,5114,25.37,50.0,90,9.3,False,2024-08-27,18-24,Home Goods,Coffee Table,True,3
115,1650,5115,86.09,50.0,258,12.9,True,2024-07-31,18-24,Electronics,Projector,False,4
116,1669,5116,56.69,10.0,160,12.9,True,2024-03-18,18-24,Electronics,Home Theater System,True,4
117,6367,5117,12.07,25.0,294,6.5,False,2024-01-03,18-24,Apparel,Jacket,False,5
118,4246,5118,15.98,50.0,206,10.5,True,2024-02-08,18-24,Apparel,Sun Hat,True,4
119,6663,5119,25.24,25.0,57,8.7,True,2024-05-03,18-24,Apparel,Rain Boots,False,3
120,4208,5120,26.1,50.0,78,3.2,True,2024-04-25,18-24,Home Goods,Blender,True,3
121,1646,5121,12.14,25.0,137,7.9,True,2024-03-27,18-24,Electronics,Noise Cancelling Headphones,False,4
122,7992,5122,51.2,50.0,107,12.7,True,2024-05-28,18-24,Electronics,Smart Speaker,True,4
123,5452,5123,10.99,25.0,280,1.4,False,2024-04-18,18-24,Electronics,External Hard Drive,False,4
124,3299,5124,42.94,10.0,227,2.2,True,2024-06-23,18-24,Electronics,Home Theater System,False,5
125,4449,5125,35.42,10.0,114,13.5,False,2024-06-12,18-24,Electronics,Action Camera Accessories,True,4
126,8942,5126,90.46,10.0,316,4.4,True,2024-07-02,18-24,Electronics,Keyboard,True,5
127,8769,5127,34.17,25.0,317,7.2,True,2024-01-24,18-24,Home Goods,Floor Lamp,True,3
128,6671,5128,58.42,50.0,231,1.8,False,2024-04-11,18-24,Electronics,Digital Audio Player,True,4
129,8788,5129,98.12,25.0,229,13.5,False,2024-01-07,18-24,Electronics,Wi-Fi Extender,True,4
130,6359,5130,34.48,50.0,317,1.7,True,2024-01-05,18-24,Electronics,Smartwatch,True,4
131,3127,5131,27.51,50.0,185,5.2,True,2024-07-24,18-24,Electronics,Bluetooth Earbuds,False,5
132,3127,5132,48.53,50.0,324,12.0,False,2024-04-13,18-24,Electronics,Smart Thermostat,True,3
133,6581,5133,61.91,50.0,441,11.3,True,2024-05-18,18-24,Electronics,Digital Photo Frame,True,5
134,8484,5134,89.31,25.0,354,5.7,True,2024-05-31,18-24,Electronics,Wi-Fi Extender,True,4
135,7359,5135,49.67,10.0,181,12.0,True,2024-01-08,18-24,Electronics,USB Drive,True,3
136,8128,5136,35.35,10.0,61,2.0,False,2024-05-15,18-24,Electronics,Electronic Organizer,True,4
137,2248,5137,18.11,10.0,446,14.0,True,2024-08-06,18-24,Electronics,Smart Light Bulb,True,4
138,7735,5138,39.22,10.0,278,7.8,True,2024-06-13,18-24,Apparel,Sweatshirt,False,4
139,7764,5139,13.63,25.0,303,14.8,True,2024-01-13,18-24,Electronics,Smart Lock,True,5
140,3721,5140,27.17,50.0,169,14.2,False,2024-07-25,18-24,Home Goods,Blender,True,3
141,5452,5141,80.97,25.0,472,2.8,False,2024-08-26,18-24,Electronics,Camera,True,5
142,1505,5142,18.97,25.0,305,6.9,True,2024-08-25,18-24,Apparel,Sweater,False,5
143,5838,5143,51.83,50.0,73,7.4,False,2024-08-28,18-24,Electronics,Smart Thermostat,False,4
144,2834,5144,38.78,25.0,430,1.2,False,2024-04-12,18-24,Apparel,Trench Coat,False,5
145,1036,5145,77.26,50.0,391,5.7,False,2024-03-31,18-24,Electronics,Smart Speaker,True,4
146,7830,5146,38.51,50.0,455,5.3,True,2024-07-28,18-24,Apparel,Raincoat,False,5
147,8406,5147,54.07,25.0,367,13.5,False,2024-06-02,18-24,Electronics,Projector,True,3
148,7937,5148,39.42,50.0,427,5.7,False,2024-03-06,18-24,Home Goods,Shoe Rack,True,3
149,8156,5149,22.98,10.0,402,11.6,False,2024-02-23,18-24,Electronics,Headphones,True,3
150,6123,5150,18.79,25.0,294,12.7,True,2024-03-27,18-24,Home Goods,Storage Containers,True,3
151,7761,5151,34.01,50.0,424,7.0,False,2024-05-25,18-24,Home Goods,Bath Mat,True,3
152,2891,5152,11.13,25.0,196,9.8,True,2024-05-19,18-24,Apparel,Shirt,False,4
153,7495,5153,48.7,10.0,163,10.4,True,2024-02-24,18-24,Electronics,VR Headset,True,5
154,6819,5154,10.87,25.0,352,9.5,True,2024-08-26,18-24,Electronics,VR Headset,True,3
155,5568,5155,79.3,25.0,98,6.5,True,2024-08-29,18-24,Electronics,Smart Home Hub,True,4
156,6272,5156,86.68,10.0,237,3.7,True,2024-03-24,18-24,Electronics,Noise Cancelling Headphones,True,3
157,4202,5157,86.72,10.0,390,12.7,True,2024-04-02,18-24,Electronics,Streaming Device,False,3
158,7422,5158,60.95,25.0,51,9.2,False,2024-06-03,18-24,Electronics,Smart Lock,True,3
159,9897,5159,20.47,50.0,472,3.0,True,2024-06-22,18-24,Apparel,Raincoat,False,5
160,7402,5160,34.73,50.0,367,13.8,False,2024-04-17,18-24,Apparel,Baseball Cap,False,3
161,2439,5161,10.73,50.0,332,14.6,False,2024-01-11,18-24,Home Goods,Clock,True,3
162,2200,5162,10.47,50.0,141,14.8,True,2024-01-23,18-24,Apparel,Coat,False,4
163,9784,5163,28.56,50.0,445,4.3,False,2024-08-23,18-24,Apparel,Gloves,False,4
164,9393,5164,67.98,50.0,248,14.3,True,2024-01-07,18-24,Electronics,Router,True,5
165,7880,5165,15.49,10.0,177,6.6,True,2024-07-03,18-24,Electronics,Bluetooth Earbuds,True,4
166,8726,5166,38.68,25.0,265,7.1,False,2024-06-03,18-24,Home Goods,Dish Rack,True,4
167,6075,5167,77.09,10.0,283,10.5,False,2024-08-27,18-24,Electronics,Fitness Tracker,True,3
168,3386,5168,29.68,50.0,70,12.1,False,2024-06-29,18-24,Electronics,Electronic Scale,False,5
169,8095,5169,18.41,10.0,486,11.3,True,2024-05-26,18-24,Electronics,Camera,False,5
170,9649,5170,43.32,25.0,418,5.3,True,2024-04-11,18-24,Home Goods,Coffee Table,False,4
171,6162,5171,46.67,50.0,428,12.5,True,2024-08-23,18-24,Electronics,Tablet,False,5
172,7695,5172,65.79,10.0,414,5.1,True,2024-02-27,18-24,Electronics,E-Reader,False,3
173,9140,5173,49.05,25.0,258,5.9,True,2024-01-28,18-24,Home Goods,Chair,True,4
174,7984,5174,25.5,10.0,222,11.3,False,2024-01-28,18-24,Apparel,Robe,False,5
175,1059,5175,57.88,25.0,199,5.1,False,2024-02-25,18-24,Electronics,Bluetooth Earbuds,True,4
176,3135,5176,57.64,25.0,252,12.8,False,2024-01-15,18-24,Electronics,Camera,True,5
177,9262,5177,32.27,25.0,99,11.4,False,2024-04-01,18-24,Home Goods,Cookware Set,True,3
178,3638,5178,26.82,10.0,473,13.8,False,2024-06-06,18-24,Apparel,Dress,True,5
179,3674,5179,12.31,25.0,428,6.2,True,2024-03-02,18-24,Electronics,VR Headset,True,4
180,5922,5180,37.17,25.0,368,5.4,False,2024-05-01,18-24,Apparel,Poncho,False,4
181,9320,5181,24.88,25.0,197,7.2,True,2024-04-03,18-24,Home Goods,Curtain Rod,False,5
182,7230,5182,40.2,10.0,148,11.6,True,2024-05-19,18-24,Home Goods,Vase,False,5
183,9019,5183,40.55,50.0,135,8.3,False,2024-06-18,18-24,Apparel,Jeans,True,3
184,5785,5184,10.09,25.0,234,2.3,True,2024-05-01,18-24,Home Goods,Nightstand,True,5
185,5611,5185,43.78,50.0,253,3.1,False,2024-05-02,18-24,Apparel,Socks,False,4
186,8437,5186,47.64,25.0,428,10.9,False,2024-04-29,18-24,Electronics,Projector,True,5
187,1977,5187,24.07,50.0,371,14.5,True,2024-08-12,18-24,Home Goods,Outdoor Furniture,True,3
188,1638,5188,25.97,10.0,193,2.2,False,2024-08-09,18-24,Home Goods,Bed Frame,False,5
189,2175,5189,45.87,25.0,179,7.6,True,2024-06-24,18-24,Apparel,Blouse,True,4
190,1563,5190,20.28,10.0,59,8.7,False,2024-05-18,18-24,Electronics,USB Drive,True,5
191,5047,5191,17.61,50.0,131,2.1,False,2024-04-24,18-24,Home Goods,Curtain Rod,True,5
192,6016,5192,15.44,25.0,444,2.5,False,2024-07-15,18-24,Electronics,Streaming Device,False,4
193,5071,5193,20.99,25.0,302,11.4,False,2024-06-02,18-24,Electronics,Electronic Organizer,True,5
194,3199,5194,40.79,50.0,267,5.7,True,2024-07-06,18-24,Home Goods,Wall Art,True,3
195,9310,5195,62.59,50.0,495,12.8,True,2024-04-10,18-24,Electronics,Smart Doorbell,True,4
196,4732,5196,79.34,50.0,461,1.7,True,2024-02-06,18-24,Electronics,Bluetooth Speaker,True,5
197,4584,5197,21.69,50.0,222,11.0,True,2024-04-21,18-24,Home Goods,Dining Table,True,4
198,6102,5198,26.84,10.0,316,3.2,False,2024-01-03,18-24,Apparel,Blouse,True,4
199,5210,5199,35.05,50.0,126,5.1,False,2024-03-23,18-24,Electronics,Electronic Organizer,True,4
200,2489,5200,32.59,50.0,182,10.6,True,2024-01-24,18-24,Apparel,Coat,True,3
201,3230,5201,30.42,10.0,307,9.8,False,2024-02-10,18-24,Home Goods,Clock,False,5
202,2307,5202,37.71,25.0,397,12.6,False,2024-01-11,18-24,Home Goods,Cutlery Set,True,5
203,6660,5203,26.86,10.0,427,14.0,True,2024-06-06,18-24,Electronics,Home Security Camera,True,3
204,6030,5204,87.69,10.0,416,7.1,False,2024-07-07,18-24,Electronics,TV,True,5
205,3099,5205,41.91,25.0,329,13.1,True,2024-05-09,18-24,Apparel,Knit Hat,False,3
206,2397,5206,19.03,50.0,142,9.0,False,2024-05-31,18-24,Home Goods,Desk,True,4
207,4664,5207,32.65,25.0,131,6.4,True,2024-04-19,18-24,Home Goods,Floor Lamp,False,3
208,6391,5208,38.36,50.0,305,11.4,True,2024-01-30,18-24,Apparel,Baseball Cap,True,3
209,4066,5209,14.6,25.0,122,10.4,False,2024-03-24,18-24,Home Goods,Cookware Set,False,4
210,2791,5210,29.55,50.0,102,7.7,False,2024-04-30,18-24,Home Goods,Wardrobe,True,5
211,5950,5211,10.79,25.0,138,13.9,True,2024-07-16,18-24,Home Goods,Bath Mat,True,4
212,2068,5212,14.3,50.0,388,3.9,True,2024-07-02,18-24,Home Goods,Shower Curtain,False,3
213,3974,5213,21.76,25.0,253,3.7,False,2024-07-02,18-24,Home Goods,Lamp,False,5
214,2887,5214,76.96,10.0,306,3.4,True,2024-03-10,18-24,Electronics,Tablet,True,3
215,8983,5215,47.01,10.0,109,12.0,False,2024-01-17,18-24,Electronics,Laptop,True,5
216,9100,5216,32.7,10.0,212,7.0,False,2024-08-06,18-24,Apparel,Overalls,False,3
217,7950,5217,30.76,10.0,470,12.7,False,2024-03-10,18-24,Home Goods,End Table,True,3
218,1645,5218,31.07,50.0,200,1.9,True,2024-03-06,18-24,Home Goods,Blender,True,4
219,2675,5219,30.49,10.0,111,1.2,False,2024-01-31,18-24,Apparel,Denim Jacket,True,4
220,3790,5220,19.87,25.0,234,2.7,True,2024-06-05,18-24,Apparel,Shirt,False,5
221,8579,5221,87.27,25.0,102,8.6,True,2024-02-15,18-24,Electronics,Smart Lock,False,5
222,3592,5222,32.89,50.0,453,11.5,True,2024-08-28,18-24,Home Goods,Curtains,False,4
223,2458,5223,73.89,25.0,372,2.1,True,2024-01-05,18-24,Electronics,Digital Photo Frame,True,5
224,3178,5224,77.36,50.0,436,5.1,True,2024-04-04,18-24,Electronics,Laptop,True,4
225,6751,5225,82.14,10.0,161,2.4,False,2024-06-06,18-24,Electronics,Wireless Charger,False,4
226,7594,5226,19.73,10.0,202,4.0,True,2024-06-12,18-24,Electronics,Router,True,4
227,2251,5227,82.93,10.0,87,7.3,True,2024-04-16,18-24,Electronics,Portable Charger,True,4
228,8874,5228,23.24,50.0,285,10.7,False,2024-05-26,18-24,Electronics,Electronic Organizer,True,4
229,5680,5229,81.6,50.0,414,7.5,True,2024-01-01,18-24,Electronics,Mouse,False,4
230,4455,5230,22.27,25.0,454,9.3,False,2024-03-03,18-24,Home Goods,End Table,True,4
231,6690,5231,98.44,50.0,466,5.3,False,2024-01-22,18-24,Electronics,Streaming Device,False,4
232,2020,5232,71.39,25.0,378,11.1,True,2024-02-23,18-24,Electronics,Smartphone,False,5
233,7234,5233,26.89,25.0,76,6.6,True,2024-05-25,18-24,Apparel,Dress Shirt,True,5
234,9335,5234,49.75,10.0,235,2.2,True,2024-02-04,18-24,Home Goods,Sofa,True,5
235,1870,5235,34.47,10.0,296,14.7,False,2024-08-28,18-24,Electronics,Laptop,False,5
236,3431,5236,10.54,50.0,311,4.8,False,2024-07-28,18-24,Apparel,Sweatshirt,False,5
237,4720,5237,55.91,10.0,154,3.4,True,2024-04-17,18-24,Electronics,Wi-Fi Extender,True,3
238,2907,5238,28.2,25.0,471,11.2,True,2024-04-23,18-24,Apparel,Socks,True,4
239,2579,5239,14.16,10.0,481,12.3,True,2024-03-19,18-24,Electronics,VR Headset,True,3
240,5662,5240,41.26,10.0,404,8.6,False,2024-02-25,18-24,Electronics,Monitor,True,5
241,2397,5241,10.56,25.0,209,4.3,False,2024-06-19,18-24,Home Goods,Coffee Maker,True,3
242,2221,5242,81.38,25.0,492,8.4,True,2024-02-17,18-24,Electronics,Smart Speaker,True,5
243,8008,5243,74.64,10.0,160,7.4,False,2024-06-11,18-24,Electronics,Smart Speaker,True,3
244,2681,5244,31.6,25.0,140,12.7,False,2024-06-02,18-24,Electronics,External Hard Drive,False,3
245,5713,5245,65.17,50.0,184,11.4,True,2024-02-01,18-24,Electronics,Drone,False,4
246,1177,5246,34.42,50.0,331,12.7,True,2024-04-13,18-24,Apparel,Hat,False,5
247,7872,5247,90.68,50.0,384,9.6,True,2024-02-19,18-24,Electronics,Home Theater System,True,3
248,9034,5248,48.59,10.0,211,6.2,True,2024-05-24,18-24,Apparel,Blouse,False,3
249,3058,5249,57.07,25.0,313,11.5,False,2024-07-24,18-24,Electronics,Headphones,False,3
250,1539,5250,71.7,10.0,348,6.6,False,2024-07-25,18-24,Electronics,Digital Photo Frame,True,5
251,1677,5251,19.1,25.0,187,10.5,True,2024-05-18,18-24,Apparel,Sweatshirt,False,5
252,7558,5252,19.84,25.0,459,7.5,False,2024-07-19,18-24,Electronics,Home Security Camera,True,3
253,3842,5253,31.09,50.0,334,12.5,True,2024-01-09,18-24,Electronics,E-Reader,False,3
254,9608,5254,50.47,50.0,326,5.8,False,2024-06-07,18-24,Electronics,Bluetooth Earbuds,True,4
255,6627,5255,79.43,50.0,188,12.7,True,2024-07-20,18-24,Electronics,Smartphone,True,5
256,2199,5256,15.87,25.0,490,1.6,False,2024-02-25,18-24,Home Goods,Bedding Set,True,5
257,6515,5257,20.11,10.0,182,10.7,False,2024-06-20,18-24,Electronics,Monitor,True,4
258,1916,5258,97.95,50.0,166,9.6,False,2024-06-12,18-24,Electronics,Mouse,True,4
259,4788,5259,11.61,10.0,430,6.4,True,2024-01-19,18-24,Electronics,TV,False,5
260,7507,5260,18.63,50.0,130,12.2,False,2024-03-25,18-24,Apparel,Sweatshirt,True,5
261,9266,5261,14.11,10.0,176,14.8,True,2024-03-30,18-24,Apparel,Pajamas,False,3
262,1043,5262,24.12,10.0,378,3.2,False,2024-08-18,18-24,Home Goods,Shoe Rack,True,4
263,5352,5263,22.22,10.0,232,6.9,False,2024-04-23,18-24,Electronics,Smart Doorbell,True,3
264,7262,5264,21.71,10.0,265,10.0,False,2024-07-31,18-24,Home Goods,Chair,True,3
265,1672,5265,59.57,50.0,324,10.3,True,2024-08-01,18-24,Electronics,Home Security Camera,True,5
266,5378,5266,14.61,10.0,448,5.5,False,2024-05-04,18-24,Electronics,VR Headset,True,4
267,4843,5267,56.84,50.0,124,12.6,False,2024-04-08,18-24,Electronics,Electronic Organizer,True,5
268,7332,5268,43.65,10.0,372,6.4,True,2024-08-18,18-24,Apparel,T-Shirt,True,4
269,9428,5269,46.08,50.0,395,2.0,False,2024-01-27,18-24,Electronics,Home Security Camera,True,5
270,3741,5270,36.46,50.0,139,10.2,True,2024-06-21,18-24,Apparel,Sweatshirt,True,5
