"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ecologistas: Ecologistas en Acción, @greenpeace_esp y @OxfamIntermon impulsamos una acción para que la ciudadanía apoye el primer proce…",FALSE,0,NA,2020-11-06 18:08:47,FALSE,NA,"1324775754673147910",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fatherofJandN",77,TRUE,FALSE,NA,NA
"RT @UnghereseG: Con le restrizioni causa #COVID19 passeremo più tempo a casa. Evitiamo un nuovo inquinamento da #plastica, liquida e non, d…",FALSE,0,NA,2020-11-06 18:08:30,FALSE,NA,"1324775681516064770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fzazzera",4,TRUE,FALSE,NA,NA
"RT @UnghereseG: Con le restrizioni causa #COVID19 passeremo più tempo a casa. Evitiamo un nuovo inquinamento da #plastica, liquida e non, d…",FALSE,0,NA,2020-11-06 18:08:02,FALSE,NA,"1324775564016865282",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GLNapoli",4,TRUE,FALSE,NA,NA
"RT @ecologistas: Ecologistas en Acción, @greenpeace_esp y @OxfamIntermon impulsamos una acción para que la ciudadanía apoye el primer proce…",FALSE,0,NA,2020-11-06 18:08:01,FALSE,NA,"1324775560481017859",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","equomadrid",77,TRUE,FALSE,NA,NA
"@highnoontide @muddyboy50 @manifesto2000 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d… https://t.co/ZOPOtKxVZz",FALSE,1,"highnoontide",2020-11-06 18:07:59,TRUE,"1324766653461286914","1324775552360861698","263768410","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MartinBrampton",0,FALSE,FALSE,NA,NA
"RT @Greenpeace_ITA: Detergenti con #plastica liquida e #microplastiche: per riconoscerli ed evitarli abbiamo realizzato una guida all'acqui…",FALSE,0,NA,2020-11-06 18:07:55,FALSE,NA,"1324775537697558530",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GLNapoli",23,TRUE,FALSE,NA,NA
"RT @DawnRoseTurner: @sevi_pg @Greenpeace ""It is HORRIFYING that We have Fight Our Own Government to Save the Environment."" ~ Ansel Adams ht…",FALSE,0,NA,2020-11-06 18:07:37,FALSE,NA,"1324775458836156422",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DawnRoseTurner",1,TRUE,FALSE,NA,NA
"@ArmNews_TV As I said someone should say something about this environmental catastrophe @Greenpeace @WWF @GretaThunberg",FALSE,0,"ArmNews_TV",2020-11-06 18:07:30,FALSE,"1324769259667509254","1324775430751211521","498652602","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anni_mk_yan",0,FALSE,FALSE,NA,NA
"Greenpeace: We call Greenpeace to act! - Sign the Petition! https://t.co/86UnPSrkgF via @Change",FALSE,0,NA,2020-11-06 18:07:22,FALSE,NA,"1324775396915638272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KikiSan09",0,FALSE,FALSE,NA,NA
"RT @ActivisTurk: Uefa,Fifa,Unicef, Greenpeace, DSÖ, Illuminati, Bill Gates, Merkel.. Kim varsa kırarcasına çalacağız kapısını ve bu dünyanı…",FALSE,0,NA,2020-11-06 18:06:54,FALSE,NA,"1324775279001243649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmreAsl85371946",3,TRUE,FALSE,NA,NA
"RT @Greenpeace: We must end the age of oil.

We have to protect this pristine area. Never again should an oil spill put people and nature i…",FALSE,0,NA,2020-11-06 18:06:35,FALSE,NA,"1324775199489822728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffersonairbae",19,TRUE,FALSE,NA,NA
"RT @cartoonbrew: Cartoon Saloon’s new spot for Greenpeace spotlights the impact of industrial meat production. Directed by @tommmoore  and…",FALSE,0,NA,2020-11-06 18:05:20,FALSE,NA,"1324774885919477760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","starscolors",127,TRUE,FALSE,NA,NA
"@MyrtoTripathi @mauberli @PBouquet2 @LePointInnov @voixdunucleaire Pas monomaniaque, je suis même persuadé que vous… https://t.co/XVKfxdQ9Lz",FALSE,0,"MyrtoTripathi",2020-11-06 18:05:14,TRUE,"1324773284404232192","1324774862049730560","1062450890299396096","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GreenpeaceMTP",0,FALSE,FALSE,NA,NA
"@ArmNews_TV Someone should say something about this environmental catastrophe 
@Greenpeace @WWF @GretaThunberg",FALSE,1,"ArmNews_TV",2020-11-06 18:05:12,FALSE,"1324769647539965952","1324774853702987784","498652602","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anni_mk_yan",0,FALSE,FALSE,NA,NA
"A necessidade  mundial é  mudar a consciência  mundial e o Greenpeace  e maravilhosa jovem  greta agem como se foss… https://t.co/LPg9mGMozD",FALSE,0,NA,2020-11-06 18:04:57,TRUE,NA,"1324774789429579776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ozanan_silva",0,FALSE,FALSE,NA,NA
"RT @RedRangReviews: Más que por el mensaje o por el vídeo en sí, la animación me ha puesto los pelos de punta en este vídeo nuevo de Greenp…",FALSE,0,NA,2020-11-06 18:02:50,FALSE,NA,"1324774256706768896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kisekish",1,TRUE,FALSE,NA,NA
"@OxfamIntermon  @greenpeace_esp y @ecologistas han demandado al Gobierno por inacción ante el Cambio Climático. Yo… https://t.co/3BeNNsC8xs",FALSE,0,"OxfamIntermon",2020-11-06 18:02:04,TRUE,NA,"1324774063018037248","59396498","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DassFigueiras",0,FALSE,FALSE,NA,NA
"RT @joancbaez: Tomorrow, Friday, November 6th! Watch on Facebook or at https://t.co/YyScMyb8Do @FireDrillFriday @Janefonda @RevDrBarber @Gr…",FALSE,0,NA,2020-11-06 18:01:55,FALSE,NA,"1324774023679627264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GlobalUnion3",53,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: Nos están mintiendo. 
No quieren solucionar el problema de los envases en el medio ambiente. Quieren seguir haciendo ne…",FALSE,0,NA,2020-11-06 18:00:13,FALSE,NA,"1324773597039177729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Alorenzo1957",338,TRUE,FALSE,NA,NA
"RT @Greenpeace: It's time to stop all expansion of fossil fuel production.

Opening a new oil frontier in the Arctic should be illegal - an…",FALSE,0,NA,2020-11-06 18:00:08,FALSE,NA,"1324773575279202304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bechallenged",34,TRUE,FALSE,NA,NA
"RT @ActivisTurk: Uefa,Fifa,Unicef, Greenpeace, DSÖ, Illuminati, Bill Gates, Merkel.. Kim varsa kırarcasına çalacağız kapısını ve bu dünyanı…",FALSE,0,NA,2020-11-06 17:59:26,FALSE,NA,"1324773402188632064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pranga76",3,TRUE,FALSE,NA,NA
"I love the animation in this Greenpeace short. I think it's smart to appeal to us carnivores to eat more vegetables… https://t.co/r6ieQFY20U",FALSE,0,NA,2020-11-06 17:58:13,TRUE,NA,"1324773095266258947",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stevierut",0,FALSE,FALSE,NA,NA
"RT @greenpeace_de: +Jetzt+ Greenpeace Verkehrsexpertin @_mtiemann in einer gemeinsamen Pressekonferenz zum #DanniBleibt: der Dannenröder Wa…",FALSE,0,NA,2020-11-06 17:57:20,FALSE,NA,"1324772870506139652",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ReinerAberJa",18,TRUE,FALSE,NA,NA
"RT @GreenpeaceArg: 🔥¡Ya se quemaron 20.000 hectáreas en Jujuy! 
El fuego arrasó con casi 6.600 has. de Selva de Yungas en el Parque Nac. Ca…",FALSE,0,NA,2020-11-06 17:56:34,FALSE,NA,"1324772680290152448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GlobalUnion3",61,TRUE,FALSE,NA,NA
"@greenpeacemx @Greenpeace look so serene and cool. i love it",FALSE,0,"greenpeacemx",2020-11-06 17:55:44,FALSE,"1324445629817507843","1324772470600224782","98707290","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","torhsen",0,FALSE,FALSE,NA,NA
"Bueno, al final para variar decidí hacer stream de zombis. Vamos a estar matando unas plantitas.... Greenpeace no v… https://t.co/bI42buKJ2u",FALSE,0,NA,2020-11-06 17:55:27,TRUE,NA,"1324772399292780546",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Scorpion115",0,FALSE,FALSE,NA,NA
"RT @GreenpeaceBR: O ano ainda nem acabou e o número de focos de calor na Amazônia já superou o alcançado em todo ano de 2019. Até o dia 22…",FALSE,0,NA,2020-11-06 17:55:22,FALSE,NA,"1324772376756801536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GlobalUnion3",51,TRUE,FALSE,NA,NA
"Have a good weekend 

#biodegradable #bottle #green #greenpeace #waterbottle #jug https://t.co/LlrtAMLeFP",FALSE,0,NA,2020-11-06 17:55:10,FALSE,NA,"1324772325619847172",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bgradablebottle",0,FALSE,FALSE,NA,NA
"@Independent @Greenpeace @WWF @wwf_uk @HumaneSociety @HSIGlobal @WHO @UN test them, isolate positive cases until th… https://t.co/I5mUESqR2z",FALSE,0,"M_Sighil",2020-11-06 17:54:49,TRUE,"1324771810764677120","1324772238789279744","2679627566","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_Sighil",0,FALSE,FALSE,NA,NA
"RT @mario_rod_var: Parlamento y Gobierno han declarado la emergencia climática sin poder garantizar el cumplimiento del Acuerdo de París. D…",FALSE,0,NA,2020-11-06 17:54:02,FALSE,NA,"1324772040725942276",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jlgarciaortega",3,TRUE,FALSE,NA,NA
"🌎✨
Tristeza e indignación !.
Avisamos, avisamos, avisamos que esto pasaría 😬
@GretaThunberg @FFFAmazonia… https://t.co/izVuVEcvTY",FALSE,0,NA,2020-11-06 17:53:53,TRUE,NA,"1324772004579467264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JLeberrie",0,FALSE,FALSE,NA,NA
"RT @greenpeace_de: +Jetzt+ Greenpeace Verkehrsexpertin @_mtiemann in einer gemeinsamen Pressekonferenz zum #DanniBleibt: der Dannenröder Wa…",FALSE,0,NA,2020-11-06 17:53:28,FALSE,NA,"1324771899130470405",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ExitOILExitOEL",18,TRUE,FALSE,NA,NA
"RT @mario_rod_var: Parlamento y Gobierno han declarado la emergencia climática sin poder garantizar el cumplimiento del Acuerdo de París. D…",FALSE,0,NA,2020-11-06 17:53:27,FALSE,NA,"1324771896827781121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","reaccionayactua",3,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:53:11,FALSE,NA,"1324771829186252800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vero5527",222,TRUE,FALSE,NA,NA
"@Independent Ban fur trade and release those animals into the wild or nature sanctuaries, don't kill them. Prevent… https://t.co/cMqXW6fHoD",FALSE,0,"Independent",2020-11-06 17:53:07,TRUE,"1324762431235805185","1324771810764677120","16973333","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_Sighil",0,FALSE,FALSE,NA,NA
"RT @mario_rod_var: Parlamento y Gobierno han declarado la emergencia climática sin poder garantizar el cumplimiento del Acuerdo de París. D…",FALSE,0,NA,2020-11-06 17:52:40,FALSE,NA,"1324771697883570178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anamartinez0811",3,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:52:33,FALSE,NA,"1324771668959657987",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","santiordz",222,TRUE,FALSE,NA,NA
"RT @ActivisTurk: Uefa,Fifa,Unicef, Greenpeace, DSÖ, Illuminati, Bill Gates, Merkel.. Kim varsa kırarcasına çalacağız kapısını ve bu dünyanı…",FALSE,0,NA,2020-11-06 17:52:28,FALSE,NA,"1324771645513437185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srbaltan",3,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:51:49,FALSE,NA,"1324771483693031432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Josemi_aragon",222,TRUE,FALSE,NA,NA
"RT @Greenpeace_Med: Kahramanmaraş 2018 yılında Türkiye’nin havası en kirli şehri oldu. Şehir, son üç yılda Dünya Sağlık Örgütü limitinin ya…",FALSE,0,NA,2020-11-06 17:51:00,FALSE,NA,"1324771279828865025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sisterosk",23,TRUE,FALSE,NA,NA
"Parlamento y Gobierno han declarado la emergencia climática sin poder garantizar el cumplimiento del Acuerdo de Par… https://t.co/dUkMsNKtFj",FALSE,3,NA,2020-11-06 17:50:50,TRUE,NA,"1324771235310587905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mario_rod_var",3,FALSE,FALSE,NA,NA
"RT @greenpeacemx: Te dejamos estos cuatro increíbles paisajes para que recuerdes lo maravillosa que es la naturaleza y por qué debemos defe…",FALSE,0,NA,2020-11-06 17:50:41,FALSE,NA,"1324771199059062787",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Greenpeace",35,TRUE,FALSE,NA,NA
"RT @lulex: Court win to stop GMO Salmon. @CetaceanSociety @OrcaSOS @standearth @Greenpeace @GMOFreeUSA @NonGMOProject @WWFCanada @CenterFor…",FALSE,0,NA,2020-11-06 17:49:29,FALSE,NA,"1324770896167522309",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gmp2102",4,TRUE,FALSE,NA,NA
"RT @Greenpeace_ITA: Detergenti con #plastica liquida e #microplastiche: per riconoscerli ed evitarli abbiamo realizzato una guida all'acqui…",FALSE,0,NA,2020-11-06 17:48:51,FALSE,NA,"1324770735559184385",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MaDaMeBrOWn1",23,TRUE,FALSE,NA,NA
"@JTrittin Wie ist #Covid19 noch entstanden?Weshalb gibt es aktuell keinen medienübergreifenden Fokus auf die… https://t.co/BM5vOdSaKY",FALSE,0,"JTrittin",2020-11-06 17:48:45,TRUE,"1324764740208525315","1324770712792506371","485751594","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ol76025989",0,FALSE,FALSE,NA,NA
"RT @FranFerrante: L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA @Kyoto_Club…",FALSE,0,NA,2020-11-06 17:48:18,FALSE,NA,"1324770597382086662",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaoloDosso",7,TRUE,FALSE,NA,NA
"@MyrtoTripathi @mauberli @PBouquet2 @LePointInnov @voixdunucleaire Vous avez peut-être des idées négatives préconçu… https://t.co/zRIeLsC09S",FALSE,1,"MyrtoTripathi",2020-11-06 17:48:13,TRUE,"1324766191529955329","1324770577140338688","1062450890299396096","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GreenpeaceMTP",0,FALSE,FALSE,NA,NA
"RT @Greenpeace: It's time to stop all expansion of fossil fuel production.

Opening a new oil frontier in the Arctic should be illegal - an…",FALSE,0,NA,2020-11-06 17:47:58,FALSE,NA,"1324770514150281216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ThomasTommac",34,TRUE,FALSE,NA,NA
"@NamugerwaLeah @FridayForFuture @Fridays4future @GretaThunberg @Greenpeace @ExtinctionR @350 Im here to amplify you… https://t.co/N5Dmdz6ozn",FALSE,1,"NamugerwaLeah",2020-11-06 17:47:55,TRUE,"1324605605470965762","1324770503303770117","1100423496813998081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexCarter001",0,FALSE,FALSE,NA,NA
"У Томма Мура вышел новый мульт. Нет, не «Легенда о волках», а стильная короткометражка для Greenpeace. Бонусом тред… https://t.co/hYFj3Z3Ohb",FALSE,1,NA,2020-11-06 17:47:03,TRUE,NA,"1324770283086057472",NA,"<a href=""https://amplifr.com"" rel=""nofollow"">Amplifr</a>","2x2tv_ru",0,FALSE,FALSE,NA,NA
"Okyanuslarımızın üçte birini korumamız şart. Devletler buna öncü olabilecek Küresel Okyanus Anlaşması üzerinde çalı… https://t.co/BAZjNwwdEh",FALSE,1,NA,2020-11-06 17:46:29,TRUE,NA,"1324770141494747136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sisterosk",0,FALSE,FALSE,NA,NA
"RT @GreenpeaceBR: O desmatamento e as queimadas estão colocando em risco centenas de espécies ameaças de extinção. Precisamos evitar agora…",FALSE,0,NA,2020-11-06 17:45:43,FALSE,NA,"1324769947311099904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JuanSantolaria",29,TRUE,FALSE,NA,NA
"Cartoon Saloon’s New Spot For Greenpeace Spotlights The Impact Of Meat Farming https://t.co/DNYk0hoKT3",FALSE,0,NA,2020-11-06 17:45:39,FALSE,NA,"1324769930672103424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sofafilms",0,FALSE,FALSE,NA,NA
"@SlothKristian @Greenpeace Jeg gentager gerne :) Bliver det tydeligt for danskerne at der er politisk vilje til at… https://t.co/ZbEiAeSFrC",FALSE,0,"SlothKristian",2020-11-06 17:45:33,TRUE,"1324767908636090369","1324769906559197184","937019091575066624","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twitevit",0,FALSE,FALSE,NA,NA
"RT @lulex: Court win to stop GMO Salmon. @CetaceanSociety @OrcaSOS @standearth @Greenpeace @GMOFreeUSA @NonGMOProject @WWFCanada @CenterFor…",FALSE,0,NA,2020-11-06 17:44:44,FALSE,NA,"1324769700732129282",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GerdavanRijn1",4,TRUE,FALSE,NA,NA
"RT @OxfamIntermon: ⚠️ Mientras la actual crisis sanitaria y económica global sigue su curso, la crisis climática no deja de agravarse. 

❌L…",FALSE,0,NA,2020-11-06 17:44:32,FALSE,NA,"1324769650794704901",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","arpidef",1,TRUE,FALSE,NA,NA
"@MartinBrampton @highnoontide @muddyboy50 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d… https://t.co/ejWFUuaGsm",FALSE,2,"MartinBrampton",2020-11-06 17:43:10,TRUE,"1324762642414772225","1324769306580668417","48639042","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","manifesto2000",0,FALSE,FALSE,NA,NA
"The Amazon rainforest is being destroyed at an alarming rate. We can’t let that continue! Join the movement to stan… https://t.co/iUisCtujC6",FALSE,0,NA,2020-11-06 17:42:13,TRUE,NA,"1324769066972827653",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CarolinaR0317",0,FALSE,FALSE,NA,NA
"@NamugerwaLeah @Fridays4future @FridayForFuture @GretaThunberg @Greenpeace @ExtinctionR @350 I wish that there were… https://t.co/Up6Ia5wKLX",FALSE,0,"NamugerwaLeah",2020-11-06 17:40:43,TRUE,"1324605605470965762","1324768688696893440","1100423496813998081","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KizzyJo89365379",0,FALSE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:40:29,FALSE,NA,"1324768633072062472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TBofill",222,TRUE,FALSE,NA,NA
"@Misiak14653141 @Greenpeace #ThinkGlobalActLocal 
   💜💚🌏🌎🌍💚💜",FALSE,1,"Misiak14653141",2020-11-06 17:40:05,FALSE,"1324636547312947201","1324768532031102976","1313961572444893185","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DawnRoseTurner",0,FALSE,FALSE,NA,NA
"@sevi_pg @Greenpeace ""It is HORRIFYING that We have Fight Our Own Government to Save the Environment."" ~ Ansel Adams https://t.co/f2sZkHYFAH",FALSE,2,"sevi_pg",2020-11-06 17:39:28,FALSE,"1324626752459706368","1324768375193526273","1294284903639654400","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DawnRoseTurner",1,FALSE,FALSE,NA,NA
"RT @GreenpeaceBR: O desmatamento e as queimadas estão colocando em risco centenas de espécies ameaças de extinção. Precisamos evitar agora…",FALSE,0,NA,2020-11-06 17:39:11,FALSE,NA,"1324768305027158026",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HeloisaVanda",29,TRUE,FALSE,NA,NA
"RT @MartinBrampton: @highnoontide @muddyboy50 @manifesto2000 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d @RoyPen…",FALSE,0,NA,2020-11-06 17:39:02,FALSE,NA,"1324768267672588288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","manifesto2000",1,TRUE,FALSE,NA,NA
"@AntonyJojohn Diretoria do Greenwar, braço de extrema-direita do Greenpeace. Já o Ernesto Araújo vai abrir uma hamb… https://t.co/EMaI2E2Khf",FALSE,5,"AntonyJojohn",2020-11-06 17:38:35,TRUE,"1324747969036472324","1324768154497724416","1261792440866004994","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tpdcarioca",1,FALSE,FALSE,NA,NA
"Uefa,Fifa,Unicef, Greenpeace, DSÖ, Illuminati, Bill Gates, Merkel.. Kim varsa kırarcasına çalacağız kapısını ve bu… https://t.co/hTZVwvgs4I",FALSE,11,NA,2020-11-06 17:38:20,TRUE,NA,"1324768089804820486",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ActivisTurk",3,FALSE,FALSE,NA,NA
"@twitevit @Greenpeace Kan antallet af landbrugsdyr i Danmark ikke reduceres markant uden en borgerkrig? Come on - you cant be serious.",FALSE,0,"twitevit",2020-11-06 17:37:37,FALSE,"1324767522458054662","1324767908636090369","713777224068030464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SlothKristian",0,FALSE,FALSE,NA,NA
"Greenpeace Norvegia: se vinceremo la causa stabiliremo un precedente valido a livello mondiale sulla possibilità e… https://t.co/1hne78safK",FALSE,1,NA,2020-11-06 17:37:35,TRUE,NA,"1324767900968865794",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","giulia60031200",0,FALSE,FALSE,NA,NA
"@SlothKristian @Greenpeace Du kan ikke uden borgerkrig udrydde eller reducere animalsk fødevareproduktion drastisk… https://t.co/ORubz04TOC",FALSE,0,"SlothKristian",2020-11-06 17:36:05,TRUE,"1324763316699410432","1324767522458054662","937019091575066624","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twitevit",0,FALSE,FALSE,NA,NA
"@A_W_Global @ifawglobal @peta @Greenpeace @fourpawsint https://t.co/hTBecnuVFc",FALSE,0,"A_W_Global",2020-11-06 17:35:03,FALSE,NA,"1324767265745559558","708826764","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ncd4jp",0,FALSE,FALSE,NA,NA
"TODAY is the last day of public consultations @BAPE_Quebec on #GNLQuebec.

There is only one answer as to whether o… https://t.co/dpAOIXajaw",FALSE,0,NA,2020-11-06 17:35:02,TRUE,NA,"1324767261975040003",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","GreenpeaceCA",0,FALSE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:34:57,FALSE,NA,"1324767240726732800",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Albarregas12",236,TRUE,FALSE,NA,NA
"@SlothKristian @perbardrum @Heunicke @MogensJensenS @greenpeacedk Enig i at svineproduktionen er for stor i DK og e… https://t.co/EmGU3GRsqa",FALSE,0,"SlothKristian",2020-11-06 17:33:18,TRUE,"1324762669946122241","1324766824110710785","937019091575066624","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twitevit",0,FALSE,FALSE,NA,NA
"RT @cartoonbrew: Cartoon Saloon’s new spot for Greenpeace spotlights the impact of industrial meat production. Directed by @tommmoore  and…",FALSE,0,NA,2020-11-06 17:33:15,FALSE,NA,"1324766813264191499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcarabal0",127,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: Nos están mintiendo. 
No quieren solucionar el problema de los envases en el medio ambiente. Quieren seguir haciendo ne…",FALSE,0,NA,2020-11-06 17:32:47,FALSE,NA,"1324766694921904129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Isabel_amanecer",107,TRUE,FALSE,NA,NA
"I've been in the game for a few years now. From volunteering for phonebanks &amp; lobby days with the Los Angeles LGBT… https://t.co/szu49HeKqO",FALSE,0,"IAmLordMeatwad",2020-11-06 17:32:38,TRUE,"1324766646255452166","1324766656103632898","740227540912988160","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IAmLordMeatwad",0,FALSE,FALSE,NA,NA
